taxon,t14,t19,t22,t10,t15,t5,t21,t29,t27,t6,t13,t18,t1,t23,t12,t17,t24,t4,t25,t11,t3,t28,t8,t16,t20,t2,t9,t7,t26,t30
t14,0,0.71783454479580766,0.62029469860965925,0.75520882510671439,0.58022582360447383,0.58022582360447383,0.31315326700682511,0.5889468521008131,0.35050538386968888,0.72306104678287775,1.078717242178703,1.2273499386165145,1.1220819203453227,1.3498437306939894,0.73362460169418187,0.76070335517576904,0.82395921650108217,0.89304568318193644,0.91983424513349588,1.0064689104748792,1.070337266730109,0.83605625294849484,1.0871919086191528,1.09576343048687,0.86085189964416109,0.68721804890561622,0.68721804890561622,0.65301016546657698,1.0219333758769309,0.98385413184686354
t19,0.71783454479580766,0,0.36338123658646282,0.84217873592786563,0.71783454479580766,0.70748955319655582,0.68721804890561622,0.8800018761480346,0.70748955319655582,0.97646490951460474,1.2805637405957282,1.4963252949345636,1.2171456995746808,1.2588230879407885,0.94057289363137841,1.0064689104748792,1.0064689104748792,1.1044340472876772,1.070337266730109,1.3144040670560801,1.2696146410298634,1.1044340472876772,1.2171456995746808,1.1971445142630595,1.0377234327753055,0.99131687998673979,0.93359609913464325,0.88649542320537067,1.2273499386165145,1.2171456995746808
t22,0.62029469860965925,0.36338123658646282,0,0.79454368163612132,0.66262568178837311,0.68223464186661475,0.63414124573946085,0.82395921650108217,0.65780251404065526,0.79454368163612132,1.3029534629579889,1.4534564845546023,1.3498437306939894,1.3870414365485186,0.85457571239127339,0.8800018761480346,0.94057289363137841,1.0377234327753055,1.0297868507774026,1.1873404530875451,1.2481846116968216,1.0377234327753055,1.1401550840296177,1.1044340472876772,1.0538530866910276,0.92668360780595038,0.90632036600648735,0.91304686849355732,1.2696146410298634,1.2273499386165145
t10,0.75520882510671439,0.84217873592786563,0.79454368163612132,0,0.35370368295953192,0.59777048328550286,0.69728531415472172,0.8800018761480346,0.71783454479580766,0.92668360780595038,1.2696146410298634,1.4129060686018955,1.3378434746841583,1.7370060849946398,0.98385413184686354,1.0064689104748792,1.0064689104748792,1.078717242178703,1.0620498895901702,1.0377234327753055,1.070337266730109,0.95472425685966544,1.078717242178703,1.078717242178703,0.92668360780595038,0.91304686849355732,0.89965365544355269,0.88649542320537067,1.2805637405957282,1.2273499386165145
t15,0.58022582360447383,0.71783454479580766,0.66262568178837311,0.35370368295953192,0,0.38645998058652814,0.55885685675874419,0.74975425560990439,0.57590304506691137,0.93359609913464325,1.4129060686018955,1.4674755843137168,1.4261807514264462,1.3620391213478242,0.92668360780595038,0.947615198893758,0.99131687998673979,1.0377234327753055,1.0538530866910276,1.1971445142630595,1.1220819203453227,0.91983424513349588,1.09576343048687,1.078717242178703,0.93359609913464325,0.72832422627686255,0.70237007939375584,0.74975425560990439,1.1044340472876772,0.97646490951460474
t5,0.58022582360447383,0.70748955319655582,0.68223464186661475,0.59777048328550286,0.38645998058652814,0,0.58022582360447383,0.74433906962978913,0.60222153492536379,0.90632036600648735,1.2805637405957282,1.4261807514264462,1.3998622615679932,1.3498437306939894,0.86085189964416109,0.95472425685966544,0.98385413184686354,0.98385413184686354,0.98385413184686354,1.1873404530875451,1.070337266730109,0.8483516102802523,1.0141612856002711,0.99885463187686563,0.90632036600648735,0.76623843564898575,0.77743267331149268,0.77181466951462441,1.09576343048687,1.0620498895901702
t21,0.31315326700682511,0.68721804890561622,0.63414124573946085,0.69728531415472172,0.55885685675874419,0.58022582360447383,0,0.4827917229243166,0.11661367713029624,0.66748006766758605,1.2070784343255752,1.2805637405957282,1.1220819203453227,1.3378434746841583,0.71783454479580766,0.76623843564898575,0.8483516102802523,0.92668360780595038,0.94057289363137841,1.0871919086191528,1.0538530866910276,0.78879652707694436,1.0064689104748792,1.0297868507774026,0.82395921650108217,0.6723660784334814,0.65301016546657698,0.67728412884310085,1.0219333758769309,1.0538530866910276
t29,0.5889468521008131,0.8800018761480346,0.82395921650108217,0.8800018761480346,0.74975425560990439,0.74433906962978913,0.4827917229243166,0,0.44204095970181967,0.78879652707694436,1.3144040670560801,1.4396946305534546,1.3620391213478242,1.3998622615679932,0.82395921650108217,0.87356406837949097,1.0064689104748792,1.1310640636303595,1.1310640636303595,1.1586745434723968,1.1873404530875451,0.94057289363137841,1.0871919086191528,1.0538530866910276,0.94057289363137841,0.8299833452740305,0.76070335517576904,0.80033521620655379,1.177662899460614,1.078717242178703
t27,0.35050538386968888,0.70748955319655582,0.65780251404065526,0.71783454479580766,0.57590304506691137,0.60222153492536379,0.11661367713029624,0.44204095970181967,0,0.61573541405237253,1.177662899460614,1.2696146410298634,1.1586745434723968,1.3498437306939894,0.66748006766758605,0.70237007939375584,0.76070335517576904,0.91304686849355732,0.93359609913464325,1.0297868507774026,1.070337266730109,0.81205420463386457,1.0219333758769309,1.0219333758769309,0.8483516102802523,0.64824824470758302,0.65780251404065526,0.65780251404065526,0.98385413184686354,1.0219333758769309
t6,0.72306104678287775,0.97646490951460474,0.79454368163612132,0.92668360780595038,0.93359609913464325,0.90632036600648735,0.66748006766758605,0.78879652707694436,0.61573541405237253,0,0.74975425560990439,0.92668360780595038,0.92668360780595038,1.177662899460614,0.1723744045987548,0.2326161962278796,0.30409883108112323,0.50992646535744346,0.50598944844283555,0.68223464186661475,0.68721804890561622,0.80617182153809508,0.947615198893758,0.90632036600648735,0.80617182153809508,0.70237007939375584,0.68223464186661475,0.6388141580524378,0.89304568318193644,1.0064689104748792
