taxon,t23,t28,t29,t11,t8,t13,t7,t6,t26,t15,t25,t30,t18,t3,t27,t21,t24,t17,t9,t14,t5,t10,t16,t2,t12,t22,t19,t4,t20,t1
t23,0,0.2036608728289501,1.0474874396505145,1.3044368045251082,1.4185079811035455,1.3499953017026518,0.89296189480141708,0.38690640271839616,0.62716877436438656,0.72091997654622353,1.2108843483544971,0.92590619057359702,0.86697591470501778,1.0224509277025458,1.0120817965158306,1.0503027781969485,0.98227052157733452,0.96748301105883172,0.9933474713691296,1.3513686782659169,1.2884548528553477,0.88833345025189236,1.0543697792734563,1.3367283486127022,0.61095973960116845,0.67932097699476524,1.2187974393397378,0.92111001831010408,0.79733430016868956,0.23230244879233414
t28,0.2036608728289501,0,1.172794086077485,1.3602079874334396,1.5391687165875441,1.4748300290651097,0.97540053139250582,0.50668351174214354,0.70083952618310097,0.81045117429100022,1.2943439156974028,1.0384368022735524,0.99607467385857784,1.1321675885163265,1.1034176799430482,1.1184532492337387,1.0679711925083417,1.0853041074656147,1.0465559267120566,1.4806471449678882,1.382470264681487,0.99191103348747356,1.1437622533968237,1.4931431304807092,0.69699333914742356,0.76097817514347332,1.2957803535790586,1.0070570798740714,0.89403075521395947,0.36353368138857373
t29,1.0474874396505145,1.172794086077485,0,0.39993824074135581,1.6982848740482133,1.6376773741544328,1.2925618834571835,0.92691371926544253,1.1043926515836091,1.1885548719564085,1.5606706312980443,1.3134174950651656,1.2482213089617513,1.3734278505266404,1.3265751264182684,1.3639603370519902,1.3243997545136881,1.3087647747335671,1.3968764704504275,1.7577618606866352,1.6826595561451323,1.3216357126472,1.3969379062040075,1.6195560425996851,1.3700648879529111,1.4249583401761072,1.9687211357017651,1.6461617453887945,1.5749761590711664,1.1619998409466046
t11,1.3044368045251082,1.3602079874334396,0.39993824074135581,0,2.0120211741673759,1.9296961553204939,1.5776289168539828,1.1368522419423892,1.3099213823353166,1.40671315510865,1.8340262027426841,1.4907502123730965,1.4682582989713209,1.5634420058258798,1.5725717337723646,1.589427716427215,1.5740150825916157,1.5652577953049502,1.6824775674539274,1.9801600720983918,1.9594696788409456,1.5707355834150625,1.6215592729664452,1.8096819639774551,1.6437550053582295,1.6313099872527688,2.1852827110359332,1.8829376102892001,1.8165963923749942,1.4003279812228648
t8,1.4185079811035455,1.5391687165875441,1.6982848740482133,2.0120211741673759,0,0.2086350318652011,0.89488682321100155,1.2460739803445713,1.4733929030692619,1.5694796001324971,1.8867819206459897,1.6806846523067902,1.6589456941441958,1.8332997685798653,1.8072336658106523,1.8742031384391296,1.7855497525937414,1.7250680947293828,1.7441980580291159,2.1540659094040313,2.0010965646226042,1.6560721289484641,1.7831510946914548,1.8580219635921491,1.6698224093844516,1.74632903944046,2.030833842614459,1.8369094339567689,1.8199577400776989,1.4394041864338389
t13,1.3499953017026518,1.4748300290651097,1.6376773741544328,1.9296961553204939,0.2086350318652011,0,0.85614676375599108,1.2041325359771022,1.3935076648177178,1.4860246499751624,1.8561062541940101,1.7124146367366504,1.6346086507806519,1.821873449475838,1.7732272210991273,1.8023619781873195,1.7358790108335984,1.693798208968839,1.6608568270718005,2.1504214637366523,1.9198978051248201,1.6717417957702552,1.7666337104089416,1.9416152247724325,1.6451123526419509,1.7037906962820979,2.0760962577954691,1.8313831412562014,1.8145372894669938,1.419882332281206
t7,0.89296189480141708,0.97540053139250582,1.2925618834571835,1.5776289168539828,0.89488682321100155,0.85614676375599108,0,0.76799507135637768,0.9693568518494895,1.0957304422932208,1.5758570791704047,1.356103388840745,1.2472625361174525,1.3743638927196096,1.272690723927735,1.3370233121131079,1.2879744300740681,1.2049338808054866,1.2255970130663181,1.6947025640887885,1.5465534026502281,1.226183330690656,1.3786167802208562,1.5305770633705791,1.3264634351328648,1.373403277852272,1.806273512112309,1.5730530815554249,1.4747053184639436,0.98564389880726677
t6,0.38690640271839616,0.50668351174214354,0.92691371926544253,1.1368522419423892,1.2460739803445713,1.2041325359771022,0.76799507135637768,0,0.44706640908514872,0.57605716409594387,1.0829088967396598,0.8030814424242575,0.7537718023763802,0.90866074731423907,0.88047163406920192,0.89259294044433191,0.86129085107040948,0.87546873735389985,0.81811931978879804,1.1846653522159278,1.123856347620322,0.75089823718064841,0.92691371926544253,1.1897207816187345,0.79095808302941351,0.86129085107040948,1.3196029866212184,1.1024584472555881,0.98885111537749892,0.46770741698538537
t26,0.62716877436438656,0.70083952618310097,1.1043926515836091,1.3099213823353166,1.4733929030692619,1.3935076648177178,0.9693568518494895,0.44706640908514872,0,0.31080916450643598,1.1563633452888129,0.84000203103830573,0.78683266463726831,0.95982903388863849,0.89916376708135437,0.916290731874155,0.89824655759283856,0.89637542217321364,0.89222729194251982,1.269683845983705,1.1737533187649452,0.77976622118150052,0.90768235733755487,1.1741198411762548,0.94405000150842977,1.0101644737968241,1.5436429969824652,1.2859367421773662,1.1660312726710349,0.70470800296102132
t15,0.72091997654622353,0.81045117429100022,1.1885548719564085,1.40671315510865,1.5694796001324971,1.4860246499751624,1.0957304422932208,0.57605716409594387,0.31080916450643598,0,1.2755739551418197,0.97432077698493258,0.92108690413764804,1.0986122886681098,1.0135230650814391,1.0353942166750423,1.0256006575862406,0.97398481721932162,0.99478184885627252,1.3602573873368953,1.2590174993488963,0.86439780923814091,0.96352036514649864,1.1892421982164436,1.1039122288023293,1.135725923175706,1.7138937636873064,1.391589199001489,1.2590174993488963,0.79441662444374328
