taxon,t3,t6,t2,t25,t18,t27,t26,t22,t24,t28,t12,t8,t19,t11,t29,t15,t9,t1,t4,t21,t5,t13,t30,t17,t7,t14,t20,t10,t23,t16
t3,0,1.0517155487520164,1.7923162507676567,1.8056031806436594,1.6016790900786126,1.7923162507676567,1.9042101346412199,1.6346303701671085,1.8466167439156067,1.5289660168123951,1.4521565250147548,1.4071243980649,1.3983685757152222,1.6804223668940919,1.4071243980649,1.9977282038138102,2.0656142195968479,1.6687657789318684,1.6346303701671085,1.6125363511110546,1.3392383822818625,2.1975088422083533,2.3043629264637091,1.9814884921224749,1.8056031806436594,1.9498188928682629,1.4994299590958657,1.6922237608927218,1.3310838257750406,1.5803298770191572
t6,1.0517155487520164,0,1.5190182819384643,1.7041736039892388,1.3810953725861914,1.4994299590958657,1.5698325326419014,1.4802373871442223,1.5698325326419014,1.3392383822818625,1.3392383822818625,1.3229986705905274,1.4338867311832617,1.5698325326419014,1.4159616710940979,2.0833717459583929,1.9343713980400712,1.5091736342546953,1.3983685757152222,1.5803298770191572,1.2991480455160047,2.0142503593900853,2.3747655000097443,1.7792125947419377,1.8606910754114909,1.9498188928682629,1.5091736342546953,1.645873104931761,1.4521565250147548,1.4802373871442223
t2,1.7923162507676567,1.5190182819384643,0,0.85068381272274751,1.1605887623540698,1.3310838257750406,1.3725751361025693,1.0887332188587311,1.2531713316972468,2.0833717459583929,1.9977282038138102,1.9977282038138102,2.0833717459583929,1.9977282038138102,2.0310649576345159,2.1579197806278128,2.2820089539240236,2.0310649576345159,2.0142503593900853,2.1014675311805524,1.8894811574320531,2.2179397371682685,2.3272556004638165,2.2388196985511044,2.1387272086761691,2.1775081034704127,2.0481825378620613,2.3507135824246692,2.1387272086761691,2.1775081034704127
t25,1.8056031806436594,1.7041736039892388,0.85068381272274751,0,1.1811671842961906,1.3557605378581381,1.3557605378581381,1.0577858569458489,1.3557605378581381,2.2388196985511044,2.3507135824246692,2.2388196985511044,2.0833717459583929,2.1387272086761691,2.1579197806278128,2.1975088422083533,2.3272556004638165,2.2820089539240236,2.2388196985511044,2.1579197806278128,2.1975088422083533,2.2601689116105597,2.5051065654475555,2.1579197806278128,2.3043629264637091,2.2601689116105597,2.1014675311805524,2.3272556004638165,2.2388196985511044,2.2601689116105597
t18,1.6016790900786126,1.3810953725861914,1.1605887623540698,1.1811671842961906,0,0.72260555105424351,0.74863457653295218,0.84094013756391783,1.0577858569458489,1.965521729721913,1.9814884921224749,2.0142503593900853,2.0310649576345159,2.1014675311805524,2.0833717459583929,2.3747655000097443,2.3043629264637091,1.9814884921224749,2.1199147127447988,2.1014675311805524,1.8894811574320531,2.1014675311805524,2.4247770468208949,2.1775081034704127,2.1199147127447988,2.2179397371682685,2.0833717459583929,2.1387272086761691,2.1775081034704127,2.0310649576345159
t27,1.7923162507676567,1.4994299590958657,1.3310838257750406,1.3557605378581381,0.72260555105424351,0,0.24764739710161116,1.0219325453621442,1.1951380243164011,2.0142503593900853,2.0481825378620613,2.0481825378620613,1.9814884921224749,2.1387272086761691,2.0833717459583929,2.4247770468208949,2.3272556004638165,2.0833717459583929,2.1579197806278128,2.1975088422083533,2.0656142195968479,2.3272556004638165,2.9186587331425091,2.2179397371682685,2.4247770468208949,2.4508060722996032,2.1975088422083533,2.2179397371682685,1.9814884921224749,2.3747655000097443
t26,1.9042101346412199,1.5698325326419014,1.3725751361025693,1.3557605378581381,0.74863457653295218,0.24764739710161116,0,1.1142381063931095,1.2237116067918148,2.0481825378620613,2.1014675311805524,2.0142503593900853,1.9343713980400712,2.1775081034704127,2.1199147127447988,2.4247770468208949,2.3747655000097443,2.0833717459583929,2.1579197806278128,2.1579197806278128,2.0656142195968479,2.2601689116105597,2.6895547791664649,2.2820089539240236,2.3747655000097443,2.399442212092842,2.2601689116105597,2.3507135824246692,2.0481825378620613,2.399442212092842
t22,1.6346303701671085,1.4802373871442223,1.0887332188587311,1.0577858569458489,0.84094013756391783,1.0219325453621442,1.1142381063931095,0,0.66854282539595788,2.0142503593900853,1.8749770589078043,1.819078583886018,2.1014675311805524,2.1387272086761691,2.1387272086761691,2.2601689116105597,2.2820089539240236,2.0481825378620613,1.9977282038138102,2.2179397371682685,1.965521729721913,2.1387272086761691,2.724104041128796,2.2601689116105597,2.1975088422083533,2.3272556004638165,2.0656142195968479,2.2179397371682685,1.9191710737609524,2.0481825378620613
t24,1.8466167439156067,1.5698325326419014,1.2531713316972468,1.3557605378581381,1.0577858569458489,1.1951380243164011,1.2237116067918148,0.66854282539595788,0,2.0310649576345159,1.9343713980400712,1.9042101346412199,1.965521729721913,2.1014675311805524,2.1199147127447988,2.4508060722996032,2.399442212092842,2.1579197806278128,2.0310649576345159,2.1199147127447988,1.965521729721913,2.4247770468208949,2.7599573527125005,2.4775684054179656,2.3272556004638165,2.4508060722996032,2.0833717459583929,2.2601689116105597,2.2388196985511044,2.1387272086761691
t28,1.5289660168123951,1.3392383822818625,2.0833717459583929,2.2388196985511044,1.965521729721913,2.0142503593900853,2.0481825378620613,2.0142503593900853,2.0310649576345159,0,0.45252247531008027,0.43972766911175687,1.2093173920222429,1.2758815765081239,1.1014000731847229,1.8894811574320531,1.7409523905608943,1.2022012538795432,1.2758815765081239,1.4071243980649,1.0456837824572904,1.965521729721913,2.0481825378620613,1.8606910754114909,1.6687657789318684,1.7041736039892388,1.3983685757152222,1.7285339130719095,1.3810953725861914,1.4159616710940979
